Function,Category,Subcategory,Implementation Examples,Informative References,Exportable From SIEM,API,Difficulty,Comments,Linked Query,Vendor,Query Version,Dashboard Name,Pretty Print Queries,API Queries
PROTECT (PR): Safeguards to manage the organization's cybersecurity risks are used,"Technology Infrastructure Resilience (PR.IR): Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-01: Networks and environments are protected from unauthorized logical access and usage,Ex4: Check the cyber health of endpoints before allowing them to access and use production resources,"CCMv4.0: AIS-04
CCMv4.0: AIS-06
CCMv4.0: DCS-12
CCMv4.0: DSP-10
CCMv4.0: DSP-15
CCMv4.0: IVS-03
CCMv4.0: IVS-05
CCMv4.0: IVS-06
CCMv4.0: IVS-09
CCMv4.0: UEM-05
CCMv4.0: UEM-14
CIS Controls v8.0: 3.12
CIS Controls v8.0: 12.2
CRI Profile v2.0: PR.IR-01
CRI Profile v2.0: PR.IR-01.01
CRI Profile v2.0: PR.IR-01.02
CRI Profile v2.0: PR.IR-01.03
CRI Profile v2.0: PR.IR-01.04
CRI Profile v2.0: PR.IR-01.05
CRI Profile v2.0: PR.IR-01.06
CRI Profile v2.0: PR.IR-01.07
CRI Profile v2.0: PR.IR-01.08
CSF v1.1: PR.AC-3
CSF v1.1: PR.AC-5
CSF v1.1: PR.DS-7
CSF v1.1: PR.PT-4
SP 800-218: PO.5.1
SP 800-53 Rev 5.1.1: AC-03
SP 800-53 Rev 5.1.1: AC-04
SP 800-53 Rev 5.1.1: SC-04
SP 800-53 Rev 5.1.1: SC-05
SP 800-53 Rev 5.1.1: SC-07",Yes,UDM Search with YL2,Done,"This requirement is very similar to PR.AA-05 Ex2, may be able to be satisfied by evidence from that Subcategory/Example.  As such, the description is duplicated here, and this is shown as a linked query.  Should there be other queries that are more specific, they will listed.  In either case, it is recommended to used the evidence from the linked query in addition to any support queries listed here.

Description for PR.AA-05 Ex2:  Evidence should be available based on the type of authenication log.  For example, it would be expected to see this type of validation information in log types like Microsoft Entra Conditional Access as it tests specifically for qualifying conditions to ensure and entity may access a device or service.",PR.AA-05 Ex2,Microsoft Azure,1.0,,"$user = $e.target.user.userid
$user = /.*/
$e.additional.fields[""conditionalAccessStatus""] = ""success""

match:
    $user

outcome:
    $applications = array_distinct($e.target.application )
    $country = array_distinct($e.principal.location.country_or_region)
    $state = array_distinct($e.principal.location.state)
    $compliant = array_distinct(if($e.principal.asset.attribute.labels[""isCompliant""] = ""true"", ""true"", ""false""))
",
PROTECT (PR): Safeguards to manage the organization's cybersecurity risks are used,"Technology Infrastructure Resilience (PR.IR): Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-04: Adequate resource capacity to ensure availability is maintained,"Ex1: Monitor usage of storage, power, compute, network bandwidth, and other resources","CCMv4.0: IVS-02
CRI Profile v2.0: PR.IR-04
CRI Profile v2.0: PR.IR-04.01
CRI Profile v2.0: PR.IR-04.02
CSF v1.1: PR.DS-4
SP 800-53 Rev 5.1.1: CP-06
SP 800-53 Rev 5.1.1: CP-07
SP 800-53 Rev 5.1.1: CP-08
SP 800-53 Rev 5.1.1: PM-03
SP 800-53 Rev 5.1.1: PM-09",No,None,,"While usage may be imported into a SIEM, best practices for SIEM data ingestion recommends against importing operational logs.  Instead, only security relevant logs should be ingested.",FALSE,,,,,
PROTECT (PR): Safeguards to manage the organization's cybersecurity risks are used,"Technology Infrastructure Resilience (PR.IR): Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-04: Adequate resource capacity to ensure availability is maintained,"Ex2: Forecast future needs, and scale resources accordingly","CCMv4.0: IVS-02
CRI Profile v2.0: PR.IR-04
CRI Profile v2.0: PR.IR-04.01
CRI Profile v2.0: PR.IR-04.02
CSF v1.1: PR.DS-4
SP 800-53 Rev 5.1.1: CP-06
SP 800-53 Rev 5.1.1: CP-07
SP 800-53 Rev 5.1.1: CP-08
SP 800-53 Rev 5.1.1: PM-03
SP 800-53 Rev 5.1.1: PM-09",Yes,Dashboard Export API ,Done,"Log ingestion should be monitored for all log ingestion types.  This will enable security departments to forecast future budgetary needs for data ingestion.  Additionally, a drop off in events or a increase in events can indicate log sources dropping off or additional resources being added to the environment, respectively.  Both cases should be investigated to ensure it is expected.

Dashboard:  R52 PR.IR-04 Ex2 - Forecast Future Needs",FALSE,Agnostic,1.0,R52 PR.IR-04 Ex2 - Forecast Future Needs,,
DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Continuous Monitoring (DE.CM): Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-01: Networks and network services are monitored to find potentially adverse events,"Ex1: Monitor DNS, BGP, and other network services for adverse events","CCMv4.0: IVS-03
CCMv4.0: IVS-09
CCMv4.0: LOG-01
CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: LOG-08
CCMv4.0: TVM-02
CCMv4.0: TVM-10
CCMv4.0: UEM-10
CIS Controls v8.0: 13.1
CRI Profile v2.0: DE.CM-01
CRI Profile v2.0: DE.CM-01.01
CRI Profile v2.0: DE.CM-01.02
CRI Profile v2.0: DE.CM-01.03
CRI Profile v2.0: DE.CM-01.04
CRI Profile v2.0: DE.CM-01.05
CRI Profile v2.0: DE.CM-01.06
CSF v1.1: DE.CM-1
CSF v1.1: DE.CM-4
CSF v1.1: DE.CM-5
CSF v1.1: DE.CM-7
SP 800-53 Rev 5.1.1: AC-02
SP 800-53 Rev 5.1.1: AU-12
SP 800-53 Rev 5.1.1: CA-07
SP 800-53 Rev 5.1.1: CM-03
SP 800-53 Rev 5.1.1: SC-05
SP 800-53 Rev 5.1.1: SC-07
SP 800-53 Rev 5.1.1: SI-04",Yes,Dashboard Export API,In progress,"DNS, BGP, and other network events should be ingested into the SIEM for security event analysis and correlation.  

The associated query demonstrates that DNS  events are being ingested into the SIEM.  Other network services could use a similar query, but would require it to be custom created.

Dashboard:  R53 DE.CM-01 Ex1 - Monitor Network Services",FALSE,Agnostic,1.0,R53 DE.CM-01 Ex1 - Monitor Network Services,,
DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Continuous Monitoring (DE.CM): Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-01: Networks and network services are monitored to find potentially adverse events,Ex2: Monitor wired and wireless networks for connections from unauthorized endpoints,"CCMv4.0: IVS-03
CCMv4.0: IVS-09
CCMv4.0: LOG-01
CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: LOG-08
CCMv4.0: TVM-02
CCMv4.0: TVM-10
CCMv4.0: UEM-10
CIS Controls v8.0: 13.1
CRI Profile v2.0: DE.CM-01
CRI Profile v2.0: DE.CM-01.01
CRI Profile v2.0: DE.CM-01.02
CRI Profile v2.0: DE.CM-01.03
CRI Profile v2.0: DE.CM-01.04
CRI Profile v2.0: DE.CM-01.05
CRI Profile v2.0: DE.CM-01.06
CSF v1.1: DE.CM-1
CSF v1.1: DE.CM-4
CSF v1.1: DE.CM-5
CSF v1.1: DE.CM-7
SP 800-53 Rev 5.1.1: AC-02
SP 800-53 Rev 5.1.1: AU-12
SP 800-53 Rev 5.1.1: CA-07
SP 800-53 Rev 5.1.1: CM-03
SP 800-53 Rev 5.1.1: SC-05
SP 800-53 Rev 5.1.1: SC-07
SP 800-53 Rev 5.1.1: SI-04",Yes,UDM Search with YL2,Unverified,"By ingesting wired network logs and wireless network logs it is possible to discern these types of events.  However, it is likely these events are vendor specific, and likely not translated to specific UDM fields.  This would require research and custom queries to be successful.

Note:  This is a Cisco Meraki specific query. This query is based on the elements in the SecOps parser for authorization.  However, as Meraki also makes firewalls, this could also find firewall events (not just wired or wireless) events that resulted in blocked action.  

While syntactically correct, this query has not been tested.  This would need to be tested against a Meraki switch/wifi infrastructure.",FALSE,Cisco Meraki,Alpha,,"$hostname = $e.principal.hostname
$hostname = /.*/
$hostname != """"

$e.metadata.log_type = ""CISCO_MERAKI""
$e.security_result.action = ""BLOCK""

match:
    $hostname

outcome:
    $block_count = count($e.metadata.id)

order:
    $hostname",
DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Continuous Monitoring (DE.CM): Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-01: Networks and network services are monitored to find potentially adverse events,Ex3: Monitor facilities for unauthorized or rogue wireless networks,"CCMv4.0: IVS-03
CCMv4.0: IVS-09
CCMv4.0: LOG-01
CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: LOG-08
CCMv4.0: TVM-02
CCMv4.0: TVM-10
CCMv4.0: UEM-10
CIS Controls v8.0: 13.1
CRI Profile v2.0: DE.CM-01
CRI Profile v2.0: DE.CM-01.01
CRI Profile v2.0: DE.CM-01.02
CRI Profile v2.0: DE.CM-01.03
CRI Profile v2.0: DE.CM-01.04
CRI Profile v2.0: DE.CM-01.05
CRI Profile v2.0: DE.CM-01.06
CSF v1.1: DE.CM-1
CSF v1.1: DE.CM-4
CSF v1.1: DE.CM-5
CSF v1.1: DE.CM-7
SP 800-53 Rev 5.1.1: AC-02
SP 800-53 Rev 5.1.1: AU-12
SP 800-53 Rev 5.1.1: CA-07
SP 800-53 Rev 5.1.1: CM-03
SP 800-53 Rev 5.1.1: SC-05
SP 800-53 Rev 5.1.1: SC-07
SP 800-53 Rev 5.1.1: SI-04",Yes,UDM Search with YL2,Done,"By ingesting wireless network logs it is possible to discern these types of events.  However, it is likely these events are vendor specific, and likely not translated to specific UDM fields.  This would require research and custom queries to be successful.

This is a Cisco Meraki specific query.

The current query lists the full security_result.description.  Theoretically, re.capture should enable the ability to get rid of everything except the actual SSID.  However, it ends up leaving the SSID column blank with only the event type listed.

Here is the re.capture that should be in the place of line 1:  $ssid = re.capture($e.security_result.description, /.*ssid: (.*)/)

NOTE:  BE SURE TO GET RID OF ""CONTAINING_DEVICE"" IN THE FINAL VERSION OF THE QUERY.",FALSE,Cisco Meraki,Beta,,"$ssid = $e.security_result.description

$e.metadata.log_type = ""CISCO_MERAKI""
$e.metadata.product_event_type = ""airmarshal_events""
$e.security_result.summary = /rogue_ssid_detected|containing_device|ssid_spoofing_detected/

match:
    $ssid

outcome:
    $violation_type = array_distinct($e.security_result.summary)
    $last_seen = timestamp.get_date(max($e.metadata.event_timestamp.seconds))",
DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Continuous Monitoring (DE.CM): Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-01: Networks and network services are monitored to find potentially adverse events,Ex4: Compare actual network flows against baselines to detect deviations,"CCMv4.0: IVS-03
CCMv4.0: IVS-09
CCMv4.0: LOG-01
CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: LOG-08
CCMv4.0: TVM-02
CCMv4.0: TVM-10
CCMv4.0: UEM-10
CIS Controls v8.0: 13.1
CRI Profile v2.0: DE.CM-01
CRI Profile v2.0: DE.CM-01.01
CRI Profile v2.0: DE.CM-01.02
CRI Profile v2.0: DE.CM-01.03
CRI Profile v2.0: DE.CM-01.04
CRI Profile v2.0: DE.CM-01.05
CRI Profile v2.0: DE.CM-01.06
CSF v1.1: DE.CM-1
CSF v1.1: DE.CM-4
CSF v1.1: DE.CM-5
CSF v1.1: DE.CM-7
SP 800-53 Rev 5.1.1: AC-02
SP 800-53 Rev 5.1.1: AU-12
SP 800-53 Rev 5.1.1: CA-07
SP 800-53 Rev 5.1.1: CM-03
SP 800-53 Rev 5.1.1: SC-05
SP 800-53 Rev 5.1.1: SC-07
SP 800-53 Rev 5.1.1: SI-04",Yes,Dashboard Export API,In progress,"The most common way this is performed is by ingesting Netflow for on premise networks.  However, it can also be obtained via VPC flow logs.  Log analysis would be rudimentary, but is expected in the future Google SecOps will have machine learning capabilities for flow analysis.

Dashboard:  R56 DE.CM-01 Ex4 - Sent Bytes over Time

Note:  Can't get Looker to display both sent and received bytes at the same time.",FALSE,Agnostic,Beta,R56 DE.CM-01 Ex4 - Sent Bytes over Time,,
DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Continuous Monitoring (DE.CM): Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-01: Networks and network services are monitored to find potentially adverse events,Ex5: Monitor network communications to identify changes in security postures for zero trust purposes,"CCMv4.0: IVS-03
CCMv4.0: IVS-09
CCMv4.0: LOG-01
CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: LOG-08
CCMv4.0: TVM-02
CCMv4.0: TVM-10
CCMv4.0: UEM-10
CIS Controls v8.0: 13.1
CRI Profile v2.0: DE.CM-01
CRI Profile v2.0: DE.CM-01.01
CRI Profile v2.0: DE.CM-01.02
CRI Profile v2.0: DE.CM-01.03
CRI Profile v2.0: DE.CM-01.04
CRI Profile v2.0: DE.CM-01.05
CRI Profile v2.0: DE.CM-01.06
CSF v1.1: DE.CM-1
CSF v1.1: DE.CM-4
CSF v1.1: DE.CM-5
CSF v1.1: DE.CM-7
SP 800-53 Rev 5.1.1: AC-02
SP 800-53 Rev 5.1.1: AU-12
SP 800-53 Rev 5.1.1: CA-07
SP 800-53 Rev 5.1.1: CM-03
SP 800-53 Rev 5.1.1: SC-05
SP 800-53 Rev 5.1.1: SC-07
SP 800-53 Rev 5.1.1: SI-04",Yes,UDM Search with YL2,Done,This would require creating custom queries for the specific zero trust vendor to identify specific properties that may have changed.,FALSE,CustomRequired,None,,,
DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Continuous Monitoring (DE.CM): Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-03: Personnel activity and technology usage are monitored to find potentially adverse events,Ex1: Use behavior analytics software to detect anomalous user activity to mitigate insider threats,"CCMv4.0: LOG-01
CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: LOG-08
CCMv4.0: TVM-10
CIS Controls v8.0: 10.7
CRI Profile v2.0: DE.CM-03
CRI Profile v2.0: DE.CM-03.01
CRI Profile v2.0: DE.CM-03.02
CRI Profile v2.0: DE.CM-03.03
CSF v1.1: DE.CM-3
CSF v1.1: DE.CM-7
SP 800-53 Rev 5.1.1: AC-02
SP 800-53 Rev 5.1.1: AU-12
SP 800-53 Rev 5.1.1: AU-13
SP 800-53 Rev 5.1.1: CA-07
SP 800-53 Rev 5.1.1: CM-10
SP 800-53 Rev 5.1.1: CM-11",Yes,Unknown,,"It is possible to create alerts on behavior analytics and UEBA, it would require further research to determine the correct API and quiries to retreive such data.",FALSE,,,,,
DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Continuous Monitoring (DE.CM): Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-03: Personnel activity and technology usage are monitored to find potentially adverse events,Ex2: Monitor logs from logical access control systems to find unusual access patterns and failed access attempts,"CCMv4.0: LOG-01
CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: LOG-08
CCMv4.0: TVM-10
CIS Controls v8.0: 10.7
CRI Profile v2.0: DE.CM-03
CRI Profile v2.0: DE.CM-03.01
CRI Profile v2.0: DE.CM-03.02
CRI Profile v2.0: DE.CM-03.03
CSF v1.1: DE.CM-3
CSF v1.1: DE.CM-7
SP 800-53 Rev 5.1.1: AC-02
SP 800-53 Rev 5.1.1: AU-12
SP 800-53 Rev 5.1.1: AU-13
SP 800-53 Rev 5.1.1: CA-07
SP 800-53 Rev 5.1.1: CM-10
SP 800-53 Rev 5.1.1: CM-11",Yes,UDM Search with YL2,Done,"This can be determined via failed logins to specific resources.   However, this is a very general Example, and could apply to many different types of resources.  For example:  access attempts to a shared drive, access attempts to a shared folder or file, access to RDP, access to SSH, and many other things.  

Note:   The following rule is a modified version of the Google Curated set of rules for detection to support aggregate queries.  Quer from Google:   multiple_authentication_failures_for_single_user",FALSE,Agnostic,1.0,,"$e.metadata.event_type = ""USER_LOGIN""
$e.security_result.action = ""BLOCK""
$e.principal.hostname != """"
$e.principal.ip = $ip
$e.target.user.userid != """"
$e.target.user.userid = $target_user
$e.target.user.userid != ""Not Available"" 
$e.extensions.auth.mechanism != ""OTP"" and $e.target.user.user_authentication_status != ""SUSPENDED"" and $e.target.user.user_authentication_status != ""NO_ACTIVE_CREDENTIALS""
not (re.regex($e.target.user.userid, `.*\$`))
not $e.security_result.description in %whitelisted_login_failure_reason_codes //This is to eliminate noise cases like user login attempt with expired login credentials, user is presented MFA, username does not exist.
        
match:
    $target_user over 1h

outcome:
    $hostname = array_distinct($e.principal.hostname)
    $ip_address = array_distinct($ip)
    $anomalous = if(sum(if($e.security_result.action = ""BLOCK"", 1, 0))>50, ""Yes"", ""No"")
    $anomalous_count = sum(if($e.security_result.action = ""BLOCK"", 1, 0))

order:
    $anomalous_count desc",
DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Continuous Monitoring (DE.CM): Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-03: Personnel activity and technology usage are monitored to find potentially adverse events,"Ex3: Continuously monitor deception technology, including user accounts, for any usage","CCMv4.0: LOG-01
CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: LOG-08
CCMv4.0: TVM-10
CIS Controls v8.0: 10.7
CRI Profile v2.0: DE.CM-03
CRI Profile v2.0: DE.CM-03.01
CRI Profile v2.0: DE.CM-03.02
CRI Profile v2.0: DE.CM-03.03
CSF v1.1: DE.CM-3
CSF v1.1: DE.CM-7
SP 800-53 Rev 5.1.1: AC-02
SP 800-53 Rev 5.1.1: AU-12
SP 800-53 Rev 5.1.1: AU-13
SP 800-53 Rev 5.1.1: CA-07
SP 800-53 Rev 5.1.1: CM-10
SP 800-53 Rev 5.1.1: CM-11",Yes,UDM Search with YL2,Done,"Deception technologies are vendor specific and require specific queries.  The most common deception technology is Thinkst Canary.

A subscription to Thinkst is required, but unavailable for a UDM.  ",FALSE,CustomRequired,None,,,
DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Continuous Monitoring (DE.CM): Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-06: External service provider activities and services are monitored to find potentially adverse events,Ex1: Monitor remote and onsite administration and maintenance activities that external providers perform on organizational systems,"CCMv4.0: LOG-01
CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: LOG-08
CCMv4.0: TVM-10
CIS Controls v8.0: 15.2
CIS Controls v8.0: 15.6
CRI Profile v2.0: DE.CM-06
CRI Profile v2.0: DE.CM-06.01
CRI Profile v2.0: DE.CM-06.02
CSF v1.1: DE.CM-6
CSF v1.1: DE.CM-7
SP 800-53 Rev 5.1.1: CA-07
SP 800-53 Rev 5.1.1: PS-07
SP 800-53 Rev 5.1.1: SA-04
SP 800-53 Rev 5.1.1: SA-09
SP 800-53 Rev 5.1.1: SI-04",Yes,UDM Search with YL2,Done,"This query could be pulled from any type of query that demonstrates adverse indicators of compromise on a system.  For example, a lolbins (living off the land binary) action that is potentially malicious.

This query specifically is looking for a high number of authentication failures in a namespace.  

Note:  It is required that the on premise assets use a namespace that is different from the cloud assets.  The namespaces for the on premise assets much be in a list named ""on_premise_namespaces""",FALSE,Agnostic,1.0,,"$my_namespace = group($e.target.namespace, $e.principal.namespace)
$my_namespace in %on_premise_namespaces 

$e.metadata.event_type = ""USER_LOGIN""
$e.security_result.action = ""BLOCK""
$e.principal.ip = $ip
$e.target.user.userid != """"
$e.target.hostname != """"
$e.target.user.userid = $target_user
$e.target.user.userid != ""Not Available"" 
$e.extensions.auth.mechanism != ""OTP"" and $e.target.user.user_authentication_status != ""SUSPENDED"" and $e.target.user.user_authentication_status != ""NO_ACTIVE_CREDENTIALS""
not (re.regex($e.target.user.userid, `.*\$`))
not $e.security_result.description in %whitelisted_login_failure_reason_codes //This is to eliminate noise cases like user login attempt with expired login credentials, user is presented MFA, username does not exist.
        
match:
    $target_user over 1h

outcome:
    $product = array_distinct($e.metadata.product_name)
    $target_hostname = array_distinct($e.target.hostname)
    $ip_address = array_distinct($ip)
    $anomalous = if(sum(if($e.security_result.action = ""BLOCK"", 1, 0))>2, ""Yes"", ""No"")
    $anomalous_count = sum(if($e.security_result.action = ""BLOCK"", 1, 0))
    $first_seen = timestamp.get_date(min($e.metadata.event_timestamp.seconds))
    $last_seen = timestamp.get_date(max($e.metadata.event_timestamp.seconds))

order:
    $anomalous_count desc

limit:
    100",
DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Continuous Monitoring (DE.CM): Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events",DE.CM-06: External service provider activities and services are monitored to find potentially adverse events,"Ex2: Monitor activity from cloud-based services, internet service providers, and other service providers for deviations from expected behavior","CCMv4.0: LOG-01
CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: LOG-08
CCMv4.0: TVM-10
CIS Controls v8.0: 15.2
CIS Controls v8.0: 15.6
CRI Profile v2.0: DE.CM-06
CRI Profile v2.0: DE.CM-06.01
CRI Profile v2.0: DE.CM-06.02
CSF v1.1: DE.CM-6
CSF v1.1: DE.CM-7
SP 800-53 Rev 5.1.1: CA-07
SP 800-53 Rev 5.1.1: PS-07
SP 800-53 Rev 5.1.1: SA-04
SP 800-53 Rev 5.1.1: SA-09
SP 800-53 Rev 5.1.1: SI-04",Yes,UDM Search with YL2,Done,"This could be any query that demonostrates that the SIEM will create alerts for indicators of compromise from cloud provider logs.

The following shows anomalously high number of failed logins within a single hour.  More than 2 failed attempts is considered high.

The following query should work on AWS, Azure, Office365, or Google.  However, it has only been tested with Azure.",FALSE,Agnostic,1.0,,"($e.about.asset.attribute.cloud.environment = ""AMAZON_WEB_SERVICES"" or
    $e.about.asset.attribute.cloud.environment = ""GOOGLE_CLOUD_PLATFORM"" or
    $e.about.asset.attribute.cloud.environment = ""MICROSOFT_AZURE"" or
    $e.about.asset.attribute.cloud.environment = ""UNSPECIFIED_CLOUD_ENVIRONMENT"")

$e.metadata.event_type = ""USER_LOGIN""
$e.security_result.action = ""BLOCK""
$e.principal.ip = $ip
$e.target.user.userid != """"
$e.target.hostname != """"
$e.target.user.userid = $target_user
$e.target.user.userid != ""Not Available"" 
$e.extensions.auth.mechanism != ""OTP"" and $e.target.user.user_authentication_status != ""SUSPENDED"" and $e.target.user.user_authentication_status != ""NO_ACTIVE_CREDENTIALS""
not (re.regex($e.target.user.userid, `.*\$`))
not $e.security_result.description in %whitelisted_login_failure_reason_codes //This is to eliminate noise cases like user login attempt with expired login credentials, user is presented MFA, username does not exist.
        
match:
    $target_user over 1h

outcome:
    $product = array_distinct($e.metadata.product_name)
    $target_hostname = array_distinct($e.target.hostname)
    $ip_address = array_distinct($ip)
    $anomalous = if(sum(if($e.security_result.action = ""BLOCK"", 1, 0))>2, ""Yes"", ""No"")
    $anomalous_count = sum(if($e.security_result.action = ""BLOCK"", 1, 0))
    $first_seen = timestamp.get_date(min($e.metadata.event_timestamp.seconds))
    $last_seen = timestamp.get_date(max($e.metadata.event_timestamp.seconds))

order:
    $anomalous_count desc

limit:
    100",
DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Continuous Monitoring (DE.CM): Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events","DE.CM-09: Computing hardware and software, runtime environments, and their data are monitored to find potentially adverse events","Ex1: Monitor email, web, file sharing, collaboration services, and other common attack vectors to detect malware, phishing, data leaks and exfiltration, and other adverse events","CCMv4.0: CCC-07
CCMv4.0: IVS-06
CCMv4.0: LOG-01
CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: LOG-08
CCMv4.0: LOG-10
CCMv4.0: LOG-11
CCMv4.0: TVM-02
CCMv4.0: TVM-10
CCMv4.0: UEM-09
CCMv4.0: UEM-10
CCMv4.0: UEM-11
CIS Controls v8.0: 10.1
CRI Profile v2.0: DE.CM-09
CRI Profile v2.0: DE.CM-09.01
CRI Profile v2.0: DE.CM-09.02
CRI Profile v2.0: DE.CM-09.03
CSF v1.1: PR.DS-6
CSF v1.1: PR.DS-8
CSF v1.1: DE.CM-4
CSF v1.1: DE.CM-5
CSF v1.1: DE.CM-7
SP 800-53 Rev 5.1.1: AC-04
SP 800-53 Rev 5.1.1: AC-09
SP 800-53 Rev 5.1.1: AU-12
SP 800-53 Rev 5.1.1: CA-07
SP 800-53 Rev 5.1.1: CM-03
SP 800-53 Rev 5.1.1: CM-06
SP 800-53 Rev 5.1.1: CM-10
SP 800-53 Rev 5.1.1: CM-11
SP 800-53 Rev 5.1.1: SC-34
SP 800-53 Rev 5.1.1: SC-35
SP 800-53 Rev 5.1.1: SI-04
SP 800-53 Rev 5.1.1: SI-07",Yes,Chronicle API Needs Research,,"This query would involve pulling an alerts for something like Office365 Sharepoint activity when a malicious file is detected.  Similarly, the query could be based on Office365 phishing alerts.",FALSE,,,,,
DETECT (DE): Possible cybersecurity attacks and compromises are found and analyzed,"Continuous Monitoring (DE.CM): Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events","DE.CM-09: Computing hardware and software, runtime environments, and their data are monitored to find potentially adverse events",Ex2: Monitor authentication attempts to identify attacks against credentials and unauthorized credential reuse,"CCMv4.0: CCC-07
CCMv4.0: IVS-06
CCMv4.0: LOG-01
CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: LOG-08
CCMv4.0: LOG-10
CCMv4.0: LOG-11
CCMv4.0: TVM-02
CCMv4.0: TVM-10
CCMv4.0: UEM-09
CCMv4.0: UEM-10
CCMv4.0: UEM-11
CIS Controls v8.0: 10.1
CRI Profile v2.0: DE.CM-09
CRI Profile v2.0: DE.CM-09.01
CRI Profile v2.0: DE.CM-09.02
CRI Profile v2.0: DE.CM-09.03
CSF v1.1: PR.DS-6
CSF v1.1: PR.DS-8
CSF v1.1: DE.CM-4
CSF v1.1: DE.CM-5
CSF v1.1: DE.CM-7
SP 800-53 Rev 5.1.1: AC-04
SP 800-53 Rev 5.1.1: AC-09
SP 800-53 Rev 5.1.1: AU-12
SP 800-53 Rev 5.1.1: CA-07
SP 800-53 Rev 5.1.1: CM-03
SP 800-53 Rev 5.1.1: CM-06
SP 800-53 Rev 5.1.1: CM-10
SP 800-53 Rev 5.1.1: CM-11
SP 800-53 Rev 5.1.1: SC-34
SP 800-53 Rev 5.1.1: SC-35
SP 800-53 Rev 5.1.1: SI-04
SP 800-53 Rev 5.1.1: SI-07",Yes,Chronicle API Needs Research,,"Credential reuse can be difficult to prove as malicious.  However,  a more common example would be an impossible travel alerts.  Impossible travel is when a user logs into a device from one IP and then from another IP within a short period of time.  Using geolocation, it is possible to determine that they could not have reasonably traveled from geoIP location 1 to geoIP location 2.",FALSE,,,,,
